,manufacturer,model,fuel,transmission,drive,type,size,cylinders
880,ram,1500 quad cab harvest pickup,gas,other,4wd,pickup,full-size,6
882,chrysler,200,gas,automatic,fwd,sedan,full-size,4
883,chevrolet,sonic lt,gas,manual,fwd,sedan,compact,4
884,nissan,altima 2.5 s,gas,automatic,fwd,sedan,full-size,4
885,ford,f150,gas,automatic,rwd,pickup,full-size,8
888,ford,f-150,gas,automatic,4wd,pickup,full-size,8
900,infiniti,qx50 sport utility 4d,other,other,rwd,hatchback,full-size,8
910,infiniti,q70 3.7 sedan 4d,other,other,rwd,sedan,full-size,8
914,ford,f150 xlt,gas,automatic,rwd,truck,full-size,8
917,lexus,ls 460 sedan 4d,gas,other,rwd,sedan,full-size,8
918,mitsubishi,outlander phev gt,other,other,4wd,other,full-size,8
920,cadillac,xt5 platinum sport,gas,other,rwd,other,full-size,6
921,honda,civic type r,gas,manual,rwd,hatchback,full-size,8
924,lexus,rx 350 sport utility 4d,gas,other,fwd,SUV,full-size,6
925,cadillac,cts,gas,other,rwd,pickup,full-size,4
926,nissan,maxima,gas,automatic,fwd,sedan,full-size,6
929,toyota,4runner limited,gas,automatic,fwd,SUV,mid-size,6
930,lexus,rx350,gas,automatic,rwd,pickup,full-size,8
932,lexus,gs400,gas,automatic,rwd,sedan,full-size,8
945,toyota,tacoma,gas,automatic,rwd,pickup,mid-size,6
955,gmc,Scion iM Hatchback 4D,other,other,fwd,hatchback,full-size,8
956,acura,mdx sh-awd sport utility,gas,automatic,rwd,SUV,full-size,6
957,buick,lesabre,gas,automatic,rwd,sedan,full-size,8
961,acura,mdx sh-awd sport utility,gas,other,rwd,SUV,full-size,6
962,chevrolet,silverado 1500 lt,gas,automatic,rwd,pickup,full-size,6
963,acura,mdx sh-awd w/technology,other,other,rwd,other,full-size,8
965,acura,mdx sh-awd w/technology,gas,other,rwd,other,full-size,6
971,acura,mdx sh-awd w/technology,gas,other,rwd,SUV,full-size,6
973,toyota,4runner 4wd,gas,automatic,4wd,pickup,full-size,6
977,ford,econoline cargo van,gas,automatic,rwd,van,mid-size,8
981,nissan,frontier sv,gas,automatic,rwd,truck,full-size,4
982,honda,cr-v lx,gas,automatic,fwd,SUV,full-size,4
983,mazda,cx-9 touring,gas,automatic,fwd,SUV,full-size,6
984,jaguar,xjr s,gas,automatic,rwd,sedan,full-size,8
986,kia,soul ! wagon 4d,gas,other,fwd,wagon,full-size,8
987,acura,rdx sh-awd sport utility,gas,other,rwd,SUV,full-size,8
988,bmw,750li,gas,other,rwd,sedan,full-size,8
990,gmc,Kenworth T300,diesel,manual,rwd,pickup,full-size,8
993,alfa-romeo,romeo giulia sedan 4d,gas,other,rwd,sedan,full-size,8
994,hyundai,sonata se sedan 4d,gas,other,fwd,sedan,full-size,8
996,hyundai,kona,gas,automatic,fwd,SUV,full-size,4
997,bmw,328i,gas,automatic,rwd,sedan,mid-size,4
999,cadillac,escalade esv platinum,other,automatic,4wd,other,full-size,8
1005,mercedes-benz,e-class e 300,gas,automatic,rwd,sedan,full-size,8
1011,ford,f-150,gas,automatic,rwd,truck,full-size,6
1012,gmc,Freightliner,diesel,automatic,4wd,truck,compact,6
1013,nissan,rogue sl,gas,automatic,fwd,pickup,full-size,4
1014,nissan,skyline gts,gas,manual,rwd,coupe,mid-size,4
1015,lexus,es350,gas,automatic,rwd,sedan,full-size,6
1016,gmc,AutoCar flatbed truck,gas,manual,rwd,pickup,full-size,6
1021,hyundai,genesis,gas,automatic,rwd,pickup,full-size,8
1022,toyota,land cruiser prado,diesel,automatic,4wd,SUV,full-size,4
1025,jeep,wrangler,gas,manual,4wd,pickup,full-size,8
1029,nissan,altima,gas,automatic,fwd,coupe,full-size,4
1033,mercedes-benz,560,diesel,manual,rwd,convertible,mid-size,8
1034,bmw,5 series 535i sedan 4d,gas,other,rwd,sedan,full-size,8
1047,infiniti,q60 3.0t luxe coupe 2d,other,other,rwd,coupe,full-size,8
1049,ford,explorer,gas,automatic,fwd,SUV,full-size,6
1050,ram,1500,gas,automatic,rwd,pickup,full-size,8
1051,jaguar,xf 20d premium sedan 4d,gas,other,rwd,sedan,full-size,8
1053,ford,f-350,diesel,manual,rwd,truck,full-size,8
1054,lincoln,mkx reserve sport,gas,other,fwd,other,full-size,6
1060,lexus,nx 300 sport utility 4d,other,other,rwd,hatchback,full-size,8
1064,chrysler,pt cruiser gt,gas,automatic,fwd,convertible,full-size,4
1065,jeep,wrangler unlimited x,gas,automatic,4wd,SUV,mid-size,4
1067,mini,t camper van,gas,automatic,fwd,van,full-size,4
1069,saturn,sl,gas,automatic,fwd,sedan,mid-size,4
1080,chevrolet,silverado classic,gas,automatic,4wd,pickup,full-size,8
1086,dodge,challenger srt8 coupe 2d,gas,other,rwd,coupe,full-size,8
1087,chevrolet,corvette stingray,gas,other,rwd,other,full-size,8
1090,gmc,sierra 1500 crew cab sle,gas,automatic,4wd,pickup,full-size,8
1091,ford,pick up,gas,automatic,4wd,pickup,full-size,8
1093,gmc,sonoma,gas,automatic,rwd,pickup,mid-size,6
1095,ram,promaster city cargo van,gas,automatic,fwd,van,full-size,4
1096,volvo,s60 inscription platinum,gas,automatic,fwd,sedan,mid-size,4
1097,dodge,dart,gas,manual,fwd,sedan,compact,4
1105,chevrolet,tahoe z71,gas,automatic,4wd,SUV,full-size,8
1107,jeep,wrangler,gas,automatic,4wd,offroad,full-size,6
1112,toyota,avalon,gas,automatic,rwd,sedan,full-size,6
1115,toyota,land cruiser,gas,manual,4wd,SUV,full-size,8
1119,gmc,acadia,gas,automatic,fwd,SUV,full-size,6
1120,jeep,grand cherokee,gas,automatic,rwd,SUV,full-size,6
1132,gmc,AM GENERAL HUMMER,diesel,automatic,4wd,other,full-size,8
1133,subaru,crosstrek 2.0i premium,gas,other,rwd,hatchback,full-size,8
1134,ford,mustang,gas,automatic,rwd,pickup,full-size,8
1141,bmw,3 series 340i sedan 4d,gas,other,rwd,sedan,full-size,8
1148,mercedes-benz,c-class c 63 amg,gas,automatic,rwd,coupe,full-size,8
1151,alfa-romeo,romeo spider,gas,manual,rwd,convertible,mid-size,4
1153,chevrolet,belair,gas,manual,rwd,pickup,full-size,6
1155,jeep,wrangler sport,gas,automatic,4wd,SUV,full-size,6
1157,infiniti,qx 56,gas,automatic,4wd,SUV,full-size,8
1159,gmc,envoy,gas,automatic,rwd,SUV,full-size,6
1178,dodge,caliber mainstreet,gas,automatic,fwd,hatchback,mid-size,4
1181,toyota,sienna xle,gas,automatic,fwd,mini-van,full-size,6
1191,gmc,HINO,diesel,automatic,rwd,pickup,full-size,8
1193,gmc,BMW528i,gas,automatic,rwd,sedan,full-size,6
1197,cadillac,srx luxury,gas,automatic,fwd,SUV,full-size,6
1198,toyota,camry,diesel,automatic,fwd,sedan,mid-size,4
1203,chevrolet,camaro 2ss,gas,automatic,rwd,convertible,full-size,8
1207,gmc,Chevelet Venture,gas,automatic,rwd,mini-van,mid-size,6
1215,ford,f150 super cab xlt pickup,other,other,rwd,pickup,full-size,8
1216,gmc,yukon slt sport utility 4d,gas,other,rwd,other,full-size,8
1217,gmc,acadia sle-1 sport utility,gas,other,fwd,SUV,full-size,8
1218,chevrolet,silverado 1500 double,other,other,4wd,pickup,full-size,6
1220,ford,fiesta,gas,automatic,fwd,hatchback,full-size,4
1224,ford,f150 super cab xlt pickup,gas,other,rwd,pickup,full-size,6
1230,gmc,yukon slt sport utility 4d,gas,other,rwd,SUV,full-size,8
1234,nissan,frontier,gas,automatic,rwd,truck,full-size,4
1237,gmc,yukon slt,gas,automatic,rwd,SUV,full-size,8
1238,chevrolet,tahoe lt,gas,automatic,rwd,SUV,full-size,8
1240,kia,optima,gas,automatic,fwd,sedan,mid-size,6
1241,honda,accord,gas,automatic,fwd,sedan,full-size,4
1250,chevrolet,caprice,gas,automatic,rwd,pickup,full-size,8
1252,ford,super duty f-550 drw,gas,automatic,4wd,truck,full-size,10
1255,chevrolet,express commercial cutaway,gas,automatic,rwd,pickup,full-size,8
1256,lexus,es 350,gas,automatic,fwd,sedan,full-size,6
1257,ford,super duty f-550 drw,diesel,manual,4wd,truck,full-size,8
1259,mitsubishi,fuso fe180,diesel,automatic,rwd,truck,full-size,4
1260,ford,super duty f-450 drw,gas,automatic,rwd,truck,full-size,8
1261,gmc,savana commercial cutaway,gas,automatic,rwd,pickup,full-size,8
1262,chevrolet,equinox,gas,automatic,fwd,wagon,full-size,4
1266,gmc,International TerraStar,diesel,automatic,rwd,pickup,full-size,8
1267,gmc,Sterling SC8000,diesel,automatic,rwd,pickup,full-size,6
1269,gmc,Isuzu NPR HD REG,gas,automatic,rwd,truck,full-size,8
1271,mitsubishi,fuso fe,diesel,automatic,rwd,truck,full-size,4
1273,gmc,International 4300,diesel,automatic,rwd,truck,full-size,8
1274,gmc,Hino 195,hybrid,automatic,rwd,truck,full-size,4
1275,gmc,Isuzu DSL REG AT,diesel,automatic,rwd,truck,full-size,4
1277,honda,acty,gas,other,4wd,truck,full-size,3
1278,gmc,Isuzu NPR,diesel,automatic,rwd,truck,full-size,6
1280,gmc,Freightliner M Line Walk-in Van,diesel,automatic,rwd,truck,full-size,4
1282,ford,super duty f-750 straight frame,diesel,automatic,rwd,truck,full-size,8
1283,ford,super duty f-450 drw,diesel,automatic,4wd,pickup,full-size,8
1284,chevrolet,silverado 3500 classic,gas,automatic,rwd,truck,full-size,8
1285,gmc,Freightliner M-Line Walk-in Van,diesel,automatic,rwd,truck,full-size,6
1287,ford,super duty f-350 drw,diesel,automatic,4wd,truck,full-size,8
1288,ram,5500,diesel,other,rwd,truck,full-size,8
1289,ford,f-650 sd,gas,automatic,rwd,truck,full-size,10
1290,ford,super duty f-250 srw,gas,automatic,4wd,truck,full-size,8
1292,ford,e-series cutaway,gas,automatic,rwd,truck,full-size,10
1293,mitsubishi,fuso fe160,diesel,automatic,rwd,truck,full-size,4
1294,ram,5500,diesel,automatic,4wd,pickup,full-size,6
1295,gmc,Freightliner M2 106 Medium Duty,diesel,automatic,rwd,pickup,full-size,6
1296,ford,super duty f-550 drw,gas,automatic,4wd,pickup,full-size,10
1299,ford,f-100,gas,manual,rwd,truck,full-size,8
1312,infiniti,qx50 sport utility 4d,other,automatic,rwd,hatchback,full-size,8
1316,mitsubishi,outlander phev sel,other,other,4wd,other,full-size,8
1320,cadillac,xt5 luxury sport,other,other,fwd,SUV,full-size,8
1327,infiniti,q70 3.7 sedan 4d,other,automatic,rwd,sedan,full-size,8
1330,gmc,SPECIAL FINANCE PROGRAM 2021,other,other,rwd,bus,full-size,0
1331,lexus,ls 460 l sedan 4d,gas,automatic,rwd,sedan,full-size,8
1335,kia,soul,gas,automatic,fwd,wagon,mid-size,4
1336,chevrolet,ssr,gas,automatic,rwd,pickup,full-size,8
1338,toyota,camry xle,gas,automatic,rwd,sedan,full-size,6
1340,chevrolet,silverado 4x4,gas,automatic,4wd,truck,full-size,8
1345,ford,f350 super duty,gas,automatic,rwd,pickup,full-size,8
1346,gmc,safari slt,gas,automatic,rwd,van,mid-size,6
1352,gmc,Chevrolet/Trailblazer,gas,automatic,fwd,pickup,full-size,6
1353,acura,mdx sport utility 4d,other,other,rwd,SUV,full-size,8
1354,acura,mdx sh-awd sport utility,other,other,rwd,SUV,full-size,8
1363,ford,f-650,diesel,manual,rwd,truck,full-size,6
1369,nissan,frontier s king cab,gas,manual,rwd,pickup,full-size,4
1371,chevrolet,silverado,gas,automatic,rwd,pickup,full-size,8
1376,honda,civic exl,gas,automatic,fwd,sedan,mid-size,4
1380,ford,f-150 supercab xlt,gas,automatic,rwd,truck,full-size,6
1381,volkswagen,jetta gli fahrenheit,gas,manual,fwd,sedan,mid-size,4
1382,chrysler,pacifica l,gas,automatic,fwd,mini-van,full-size,6
1384,cadillac,escalade esv luxury,gas,other,4wd,SUV,full-size,8
1387,chevrolet,malibu ls,gas,automatic,fwd,sedan,full-size,4
1388,mercedes-benz,e-class e 400,other,other,rwd,coupe,full-size,8
1391,chevrolet,corvair convertible,gas,manual,rwd,convertible,compact,4
1393,honda,pilot,gas,automatic,fwd,SUV,full-size,6
1395,honda,accord,gas,automatic,rwd,sedan,full-size,8
1398,gmc,sierra 2500 hd denali 4x4,diesel,automatic,4wd,truck,full-size,8
1399,chevrolet,silverado z71 4x4,gas,automatic,4wd,truck,full-size,8
1405,gmc,yukon denali xl,gas,automatic,rwd,SUV,full-size,8
1406,acura,rdx sport utility 4d,other,automatic,fwd,SUV,full-size,8
1407,toyota,highlander limited awd,gas,automatic,4wd,SUV,mid-size,6
1408,ford,f150 platinum 4x4,gas,automatic,4wd,truck,full-size,6
1409,ford,f150 xlt 4x4,gas,automatic,4wd,truck,full-size,8
1417,mercedes-benz,benz,gas,manual,rwd,sedan,full-size,8
1418,kia,soul wagon 4d,gas,other,fwd,wagon,full-size,8
1419,buick,park avenue,gas,automatic,fwd,sedan,full-size,6
1425,chevrolet,colorado crew cab lt,diesel,automatic,rwd,pickup,mid-size,4
1433,chrysler,pt cruiser gt,gas,automatic,rwd,sedan,mid-size,4
1434,audi,q5 prestige sport utility,gas,other,rwd,SUV,full-size,8
1435,lincoln,mkx select sport utility,gas,other,rwd,SUV,full-size,6
1436,ford,escape,gas,automatic,fwd,SUV,mid-size,4
1437,honda,civic,gas,automatic,fwd,sedan,mid-size,4
1440,volvo,vnl 780,diesel,manual,rwd,truck,full-size,8
1441,gmc,freightliner fl60,diesel,automatic,rwd,truck,mid-size,8
1442,ford,focus,gas,automatic,rwd,sedan,mid-size,6
1443,jeep,patriot,gas,automatic,rwd,SUV,mid-size,6
1444,dodge,durango,gas,automatic,rwd,SUV,full-size,8
1445,jaguar,xf 20d premium sedan 4d,other,automatic,rwd,sedan,full-size,8
1446,bmw,5 series 530e xdrive,gas,other,rwd,sedan,full-size,8
1447,ford,fairlane ranchero,gas,automatic,fwd,other,compact,8
1449,infiniti,q60 3.0t pure coupe 2d,gas,other,rwd,coupe,full-size,6
1450,buick,lesabre,gas,automatic,fwd,sedan,mid-size,6
1456,lexus,nx 300h sport utility 4d,hybrid,automatic,rwd,hatchback,full-size,8
1461,nissan,titan xd pro 4x,gas,automatic,4wd,pickup,full-size,8
1472,chevrolet,tahoe,gas,automatic,rwd,pickup,full-size,8
1473,acura,tlx,gas,automatic,fwd,sedan,full-size,6
1474,kia,sportage,gas,automatic,fwd,SUV,full-size,4
1475,ram,1500,gas,automatic,4wd,truck,full-size,8
1476,subaru,xv crosstrek,gas,automatic,4wd,SUV,full-size,4
1477,ford,f-150,gas,automatic,4wd,truck,full-size,6
1480,volkswagen,passat,diesel,automatic,fwd,sedan,mid-size,4
1482,kia,soul,gas,automatic,fwd,SUV,compact,4
1483,toyota,yaris,gas,manual,fwd,hatchback,compact,4
1486,volkswagen,jetta,gas,automatic,fwd,sedan,compact,4
1487,audi,q7,gas,automatic,rwd,pickup,full-size,8
1491,jeep,grand cherokee,gas,automatic,rwd,SUV,full-size,8
1493,dodge,challenger r/t shaker,other,other,rwd,coupe,full-size,8
1497,toyota,4runner limited,gas,other,rwd,SUV,full-size,6
1503,chevrolet,tahoe lt sport utility,other,other,rwd,SUV,full-size,8
1505,ford,focus se hatchback 4d,other,other,rwd,hatchback,full-size,8
1514,dodge,charger sxt sedan 4d,other,automatic,rwd,sedan,full-size,8
1516,ram,1500,gas,automatic,rwd,truck,full-size,8
1519,ram,1500 big horn,gas,automatic,rwd,pickup,full-size,8
1531,bmw,3 series 330i xdrive sedan,gas,automatic,rwd,sedan,full-size,8
1535,bmw,3 series 330i xdrive sedan,other,other,rwd,sedan,full-size,8
1542,mercedes-benz,c-class c 300,gas,other,rwd,sedan,full-size,8
1552,subaru,crosstrek 2.0i limited,gas,automatic,rwd,hatchback,full-size,8
1555,gmc,"1999 ply,prowler",gas,automatic,rwd,convertible,compact,8
1580,lincoln,mkz reserve sedan 4d,gas,other,fwd,sedan,full-size,8
1582,lincoln,corsair reserve sport,gas,other,fwd,other,full-size,8
1583,infiniti,qx60 3.5 sport utility,gas,other,fwd,SUV,full-size,6
1588,ford,f250 lariat 4x4,diesel,automatic,4wd,truck,full-size,8
1592,gmc,sierra 1500 slt 4x4,gas,automatic,4wd,truck,full-size,8
1598,ford,transit 250,gas,automatic,rwd,van,full-size,6
1605,bmw,640i coupe,gas,automatic,rwd,pickup,full-size,6
1606,gmc,Genesis G70 2.0T Sedan 4D,other,other,rwd,sedan,full-size,8
1613,honda,crv ex awd,gas,automatic,4wd,SUV,mid-size,4
1616,audi,a4 2.0t premium plus,gas,automatic,rwd,sedan,mid-size,4
1618,pontiac,firebird trans am,gas,automatic,rwd,coupe,full-size,8
1619,chevrolet,camaro ss,gas,manual,rwd,coupe,full-size,8
1621,jeep,wrangler,gas,automatic,4wd,SUV,full-size,6
1622,chevrolet,malibu,gas,automatic,fwd,sedan,full-size,4
1623,toyota,4runner,gas,automatic,rwd,pickup,full-size,8
1625,toyota,4runner sr5,gas,automatic,rwd,SUV,mid-size,6
1626,ford,f150 super cab xlt pickup,gas,other,rwd,pickup,full-size,8
1632,ford,f150 super cab lariat,other,other,4wd,pickup,full-size,6
1634,gmc,yukon slt sport utility 4d,other,other,4wd,SUV,full-size,8
1637,ford,e250,gas,automatic,rwd,van,full-size,8
1638,lincoln,mkx,gas,automatic,fwd,SUV,full-size,6
1639,nissan,pathfinder sv,gas,automatic,fwd,SUV,full-size,6
1640,ford,f550,diesel,automatic,rwd,truck,full-size,8
1641,gmc,STERLING L,diesel,manual,rwd,truck,full-size,6
1645,gmc,INTERNATIONAL 4700,diesel,manual,rwd,truck,full-size,8
1646,ford,f150 fx4 4x4,gas,automatic,4wd,truck,full-size,8
1648,gmc,sierra 1500 slt z60,gas,automatic,rwd,truck,full-size,8
1649,buick,enclave premium,gas,automatic,rwd,SUV,mid-size,6
1651,jeep,grand cherokee summit,gas,automatic,rwd,SUV,mid-size,8
1661,chevrolet,silverado 3500 hd 4x4,diesel,automatic,4wd,truck,full-size,8
1668,toyota,4runner trd pro 4x4,gas,automatic,4wd,SUV,mid-size,6
1678,chevrolet,silverado 1500 double,gas,other,rwd,pickup,full-size,8
1680,toyota,tacoma 4wd,gas,automatic,4wd,truck,full-size,6
1682,acura,mdx,gas,automatic,4wd,SUV,full-size,6
1684,gmc,NOVA WAGON,gas,automatic,rwd,wagon,mid-size,8
1687,bmw,430 gran coupe,gas,automatic,rwd,hatchback,full-size,4
1697,audi,s7 sedan 4d,gas,other,rwd,sedan,full-size,8
1703,infiniti,q70 3.7 luxe sedan 4d,other,other,rwd,sedan,full-size,8
1704,lexus,ls 460 sedan 4d,other,automatic,rwd,sedan,full-size,8
1707,ford,f-350,diesel,automatic,rwd,truck,full-size,8
1708,infiniti,qx50 luxe sport utility,other,other,fwd,hatchback,full-size,8
1709,mitsubishi,outlander phev gt,electric,other,4wd,SUV,full-size,8
1711,lexus,ct 200h f-sport,gas,automatic,fwd,hatchback,mid-size,4
1712,cadillac,xt5 sport suv 4d,gas,other,rwd,SUV,full-size,6
1714,audi,a3 tdi premium,diesel,automatic,rwd,pickup,full-size,8
1723,ford,f-150,gas,automatic,rwd,pickup,full-size,8
1724,chevrolet,corvette,gas,manual,rwd,convertible,full-size,8
1725,ford,excursion,gas,automatic,4wd,SUV,full-size,10
1726,gmc,Hummer H2,gas,automatic,4wd,SUV,full-size,8
1727,chevrolet,corvette,gas,automatic,rwd,coupe,full-size,8
1733,chevrolet,cobalt,gas,automatic,rwd,coupe,compact,8
1735,audi,a5,gas,automatic,4wd,coupe,compact,4
1736,toyota,4runner 4wd,gas,automatic,4wd,SUV,full-size,6
1739,bmw,318ic cabrio,gas,manual,rwd,convertible,mid-size,4
1741,saturn,aura,gas,automatic,fwd,sedan,full-size,6
1743,acura,mdx advance pkg sport,other,other,rwd,other,full-size,8
1749,acura,mdx sh-awd w/advance pkg,gas,other,rwd,other,full-size,6
1751,acura,mdx technology pkg sport,other,other,fwd,other,full-size,8
1753,volkswagen,passat wolfsburg,gas,automatic,fwd,sedan,mid-size,4
1754,gmc,envoy,gas,automatic,4wd,SUV,full-size,8
1757,toyota,rav4,gas,automatic,fwd,SUV,full-size,4
1759,lexus,es,gas,automatic,fwd,sedan,full-size,6
1763,acura,mdx advance and,other,automatic,fwd,SUV,full-size,8
1775,gmc,sierra denali,gas,manual,4wd,truck,full-size,8
1777,chevrolet,p30 step van,gas,automatic,rwd,pickup,full-size,8
1778,chevrolet,c-10 truck,gas,automatic,rwd,pickup,full-size,8
1789,ford,taurus,gas,automatic,fwd,sedan,mid-size,6
1790,hyundai,sonata se sedan 4d,other,other,rwd,sedan,full-size,8
1791,kia,soul s wagon 4d,gas,other,fwd,wagon,full-size,8
1795,acura,rdx advance pkg sport,gas,other,fwd,SUV,full-size,8
1797,cadillac,escalade esv premium,other,automatic,4wd,SUV,full-size,8
1798,mercedes-benz,metris passenger,gas,other,rwd,van,full-size,8
1799,gmc,sierra,gas,automatic,rwd,pickup,full-size,8
1801,toyota,hilux,diesel,manual,4wd,truck,full-size,4
1805,lincoln,navigator l select sport,gas,automatic,4wd,SUV,full-size,6
1807,mercedes-benz,e-class e 450,other,other,rwd,sedan,full-size,8
1816,ford,edge sel,gas,automatic,rwd,pickup,full-size,8
1822,gmc,Chevelot,gas,automatic,rwd,pickup,full-size,8
1824,lexus,rx 450h,hybrid,automatic,4wd,SUV,full-size,6
1825,gmc,suburban k1500 4x4,gas,automatic,4wd,SUV,full-size,8
1827,gmc,envoy,gas,automatic,rwd,pickup,full-size,6
1829,jeep,grand cherokee trailhawk,gas,other,4wd,other,full-size,6
1832,dodge,journey sxt,gas,automatic,rwd,pickup,full-size,8
1844,acura,ilx premium pkg sedan 4d,gas,other,fwd,sedan,full-size,8
1845,toyota,sienna xle,gas,automatic,rwd,mini-van,full-size,6
1846,gmc,all,gas,automatic,rwd,pickup,full-size,8
1848,bmw,7 series,gas,automatic,rwd,pickup,full-size,8
1849,kia,soul,gas,automatic,rwd,pickup,full-size,4
1850,mazda,2,gas,automatic,rwd,pickup,full-size,4
1851,hyundai,tucson,gas,automatic,rwd,pickup,full-size,4
1854,toyota,4runner sr5 sport utility,gas,other,rwd,other,full-size,6
1856,dodge,challenger r/t coupe 2d,gas,other,rwd,coupe,full-size,8
1858,honda,accord,gas,automatic,rwd,pickup,full-size,8
1859,toyota,corolla,gas,automatic,rwd,pickup,full-size,4
1862,ford,ranger supercrew xl pickup,gas,other,rwd,pickup,full-size,8
1867,gmc,1999 Corvette,gas,automatic,rwd,pickup,full-size,8
1868,chevrolet,traverse l t,gas,automatic,rwd,SUV,full-size,6
1879,mini,cooper countryman s,gas,automatic,fwd,hatchback,mid-size,4
1880,mini,cooper hardtop s,gas,automatic,fwd,hatchback,mid-size,4
1881,ford,expedition limited,gas,automatic,rwd,pickup,full-size,8
1884,toyota,camry se,gas,automatic,rwd,pickup,full-size,8
1885,honda,accord sport,gas,automatic,rwd,pickup,full-size,4
1888,ford,fusion,gas,automatic,rwd,pickup,full-size,4
1889,lincoln,ls,gas,automatic,rwd,sedan,full-size,6
1890,chevrolet,impala,gas,automatic,rwd,pickup,full-size,6
